county,state,TotalPop,Hispanic,White,Black,Native,Asian,Pacific
Lac qui Parle,MN,6840.0,2.1,95.6,1.2,0.2,0.4,0.0
Lackawanna,PA,211960.0,6.7,86.6,2.6,0.1,2.5,0.0
Laclede,MO,35488.0,2.3,93.8,0.5,0.4,0.4,0.0
Lafayette,AR,7051.0,1.2,59.3,37.8,0.3,0.4,0.0
Lafayette,FL,8684.0,14.3,68.3,15.1,0.1,0.0,1.0
Lafayette,MO,32655.0,2.7,92.2,2.0,0.2,0.5,0.1
Lafayette,MS,52744.0,2.5,70.0,23.8,0.1,2.1,0.0
Lafayette,WI,16755.0,3.6,94.6,0.4,0.4,0.3,0.0
Lafayette,LA,238230.0,4.6,66.1,25.6,0.2,1.8,0.0
Lafourche,LA,98112.0,4.4,76.9,13.0,2.4,0.8,0.0
Lake,CA,64095.0,19.4,71.7,2.1,3.2,1.4,0.0
Lake,CO,7481.0,33.9,64.3,0.1,0.0,0.6,0.0
Lake,FL,326215.0,14.4,71.1,9.9,0.3,1.9,0.0
Lake,IL,704476.0,21.1,62.8,6.6,0.1,7.1,0.0
Lake,IN,488694.0,18.4,54.5,23.9,0.2,1.3,0.0
Lake,MI,11669.0,2.6,84.8,7.6,0.7,0.2,0.0
Lake,MN,10578.0,1.4,95.8,1.0,0.5,0.0,0.0
Lake,MT,29518.0,4.3,65.5,0.2,23.6,0.3,0.1
Lake,OH,229701.0,4.0,89.1,3.8,0.1,1.2,0.0
Lake,OR,7807.0,7.9,85.2,0.3,1.9,0.8,0.0
Lake,SD,12350.0,2.3,93.8,0.6,0.0,1.9,0.0
Lake,TN,7588.0,2.2,67.1,29.1,0.1,0.2,0.1
Lake of the Woods,MN,3841.0,1.7,93.5,0.0,0.2,0.8,0.0
Lamar,AL,14021.0,1.5,86.0,10.8,0.3,0.0,0.0
Lamar,GA,18282.0,2.3,65.0,29.0,0.1,0.8,0.0
Lamar,MS,60517.0,2.5,74.7,20.0,0.1,1.4,0.0
Lamar,TX,49401.0,7.5,75.0,12.3,0.3,0.9,0.3
Lamb,TX,13368.0,55.0,39.8,3.6,0.3,0.5,0.0
Lampasas,TX,20473.0,19.2,72.9,3.0,0.4,1.1,1.0
Lancaster,NE,306357.0,6.7,82.1,3.9,0.4,4.2,0.1
Lancaster,PA,536494.0,10.0,82.7,3.6,0.1,2.1,0.0
Lancaster,SC,86544.0,5.0,70.1,21.7,0.2,1.0,0.1
Lancaster,VA,10848.0,1.7,68.2,28.0,0.0,0.8,0.0
Lander,NV,5887.0,26.8,67.8,0.1,4.2,0.1,0.5
Lane,KS,1702.0,6.6,90.4,0.1,2.3,0.0,0.4
Lane,OR,363471.0,8.4,82.6,1.0,0.8,2.5,0.2
Langlade,WI,19190.0,1.9,94.5,1.0,0.8,0.3,0.0
Lanier,GA,10388.0,5.5,68.7,24.1,0.0,0.3,0.0
Lapeer,MI,88205.0,4.6,92.0,1.3,0.3,0.5,0.0
Laramie,WY,97031.0,14.3,79.1,2.6,0.8,1.1,0.1
Larimer,CO,330976.0,11.2,83.2,0.9,0.5,2.0,0.1
Larue,KY,14102.0,3.2,91.6,3.6,0.0,0.3,0.0
Las Animas,CO,14151.0,42.4,52.7,0.8,2.1,0.8,0.0
Lassen,CA,31470.0,18.5,66.1,8.6,2.9,1.5,0.7
Latah,ID,38697.0,4.2,89.4,0.7,0.8,2.6,0.0
Latimer,OK,10621.0,3.4,66.1,1.1,20.0,0.5,0.0
Lauderdale,AL,92590.0,2.5,84.9,9.8,0.4,0.7,0.0
Lauderdale,MS,78221.0,2.2,53.1,42.8,0.1,0.7,0.0
Lauderdale,TN,26497.0,2.4,60.9,33.6,0.6,0.4,0.0
Laurel,KY,59901.0,1.5,95.9,0.7,0.5,0.5,0.0
Laurens,GA,47451.0,2.6,58.2,36.7,0.1,1.1,0.0
Laurens,SC,66508.0,4.5,68.1,25.0,0.1,0.3,0.1
Lavaca,TX,19859.0,18.1,74.3,6.6,0.0,0.4,0.0
Lawrence,AL,33288.0,2.1,76.6,11.4,5.2,0.1,0.0
Lawrence,AR,16777.0,1.3,95.8,0.9,0.5,0.1,0.0
Lawrence,IL,16457.0,3.8,84.6,8.6,0.3,0.4,0.0
Lawrence,IN,45669.0,1.6,95.9,0.3,0.4,0.4,0.0
Lawrence,KY,15844.0,0.9,97.2,0.4,0.0,0.4,0.0
Lawrence,MO,38131.0,7.2,89.7,0.6,0.5,0.5,0.0
Lawrence,MS,12659.0,0.5,65.4,33.2,0.0,0.0,0.0
Lawrence,OH,61057.0,0.9,94.9,1.9,0.0,0.5,0.0
Lawrence,PA,88231.0,1.3,92.0,3.5,0.1,0.5,0.0
Lawrence,SD,25018.0,3.2,91.4,0.9,2.2,0.9,0.2
Lawrence,TN,42591.0,2.0,94.0,1.9,0.2,0.4,0.0
Le Flore,OK,49860.0,6.8,71.9,2.3,10.1,0.4,0.1
Le Sueur,MN,27810.0,5.7,91.7,0.8,0.2,0.4,0.0
Lea,NM,69505.0,56.8,37.2,3.6,0.7,0.0,0.0
Leake,MS,22936.0,4.4,47.4,41.9,5.8,0.2,0.0
Leavenworth,KS,79359.0,6.8,79.2,8.4,0.4,1.5,0.0
Lebanon,PA,137616.0,12.2,83.4,1.8,0.1,1.3,0.0
Lee,AL,156597.0,3.7,67.6,22.9,0.1,3.8,0.0
Lee,AR,9614.0,1.4,40.7,56.9,0.1,0.1,0.0
Lee,FL,700165.0,20.2,68.4,8.2,0.2,1.5,0.0
Lee,GA,29216.0,2.7,72.8,19.5,0.0,2.5,0.1
Lee,IA,34785.0,3.5,91.0,2.5,0.1,0.6,0.0
Lee,IL,34670.0,5.9,86.7,5.2,0.2,0.7,0.1
Lee,KY,6717.0,0.8,96.8,1.3,0.3,0.3,0.0
Lee,MS,84840.0,2.6,66.4,28.9,0.2,0.8,0.0
Lee,NC,59805.0,19.3,58.2,18.9,0.7,1.0,0.0
Lee,SC,17897.0,2.3,32.6,62.6,0.4,0.0,0.0
Lee,TX,16850.0,23.2,63.7,11.0,0.0,0.9,0.0
Lee,VA,24428.0,2.0,92.8,4.4,0.3,0.1,0.0
Leelanau,MI,21564.0,4.2,90.2,0.5,2.5,0.7,0.0
Leflore,MS,30113.0,2.6,22.9,73.2,0.0,0.7,0.0
Lehigh,PA,360774.0,22.8,66.5,5.4,0.1,3.3,0.0
Lemhi,ID,7755.0,3.2,93.3,0.2,0.6,0.2,0.0
Lenawee,MI,98585.0,7.8,87.0,2.4,0.3,0.3,0.1
Lenoir,NC,57934.0,7.5,49.7,38.7,0.4,0.6,0.0
Leon,FL,285890.0,6.1,57.2,30.7,0.2,3.3,0.0
Leon,TX,16966.0,14.2,76.5,7.2,0.6,0.7,0.2
Leslie,KY,10648.0,0.6,97.8,0.1,0.0,0.4,0.0
Letcher,KY,23011.0,0.7,97.7,0.3,0.2,0.2,0.0
Levy,FL,39713.0,8.0,80.3,8.7,0.2,0.6,0.0
Lewis,ID,3824.0,4.3,85.6,0.1,6.8,0.8,0.0
Lewis,KY,13565.0,0.2,97.9,0.4,0.8,0.1,0.0
Lewis,MO,10078.0,1.7,92.8,2.9,0.6,0.2,0.1
Lewis,NY,26845.0,1.7,95.8,0.7,0.2,0.4,0.1
Lewis,TN,11944.0,2.2,93.5,1.2,0.0,2.7,0.0
Lewis,WA,76012.0,9.8,84.2,0.5,0.6,1.2,0.1
Lewis,WV,16371.0,1.3,96.6,0.2,0.4,0.4,0.0
Lewis and Clark,MT,66290.0,3.1,91.7,0.3,1.8,0.6,0.1
Lexington,SC,281870.0,5.8,75.6,14.4,0.3,1.7,0.1
Liberty,FL,8347.0,4.9,74.9,18.2,0.4,0.4,0.0
Liberty,GA,62120.0,12.5,40.3,40.0,0.4,2.1,0.5
Liberty,MT,2245.0,0.9,98.6,0.0,0.0,0.0,0.0
Liberty,TX,79884.0,21.9,65.8,10.0,0.3,0.6,0.0
Licking,OH,170678.0,1.7,91.2,3.5,0.1,1.0,0.0
Limestone,AL,91695.0,5.8,77.2,13.1,0.7,1.2,0.0
Limestone,TX,23480.0,21.3,59.2,17.6,0.3,0.7,0.0
Lincoln,AR,13885.0,3.6,64.6,31.1,0.4,0.0,0.0
Lincoln,CO,5520.0,22.7,66.4,9.0,1.0,0.2,0.3
Lincoln,GA,7768.0,1.5,65.4,32.2,0.1,0.2,0.0
Lincoln,ID,5296.0,29.8,67.3,0.0,0.5,0.2,0.0
Lincoln,KS,3121.0,3.0,95.7,0.7,0.1,0.0,0.0
Lincoln,KY,24413.0,1.6,94.3,2.2,0.2,0.0,0.0
Lincoln,ME,34021.0,1.1,96.2,0.3,0.5,0.9,0.0
Lincoln,MN,5724.0,1.7,96.7,0.3,0.3,0.2,0.0
Lincoln,MO,54800.0,2.3,93.4,1.9,0.2,0.4,0.1
Lincoln,MS,34542.0,1.1,67.2,30.8,0.0,0.7,0.0
Lincoln,MT,19249.0,2.7,93.2,0.1,1.0,0.4,0.0
Lincoln,NC,80504.0,7.0,85.3,4.9,0.2,0.5,0.0
Lincoln,NE,35569.0,8.2,88.4,0.9,0.2,0.6,0.0
Lincoln,NM,19497.0,31.9,63.4,0.6,1.6,0.5,0.0
Lincoln,NV,5203.0,8.7,83.7,2.6,3.2,1.0,0.0
Lincoln,OK,34759.0,3.2,82.8,1.8,7.9,0.2,0.1
Lincoln,OR,47307.0,8.9,82.9,0.4,2.8,1.2,0.2
Lincoln,SD,53147.0,1.9,93.6,1.0,0.5,1.1,0.0
Lincoln,TN,33543.0,3.2,87.4,6.8,0.2,0.4,0.0
Lincoln,WA,10344.0,3.1,91.9,0.6,1.3,0.6,0.3
Lincoln,WI,27994.0,1.4,95.7,0.5,0.3,0.4,0.0
Lincoln,WV,21241.0,0.6,98.0,0.5,0.2,0.2,0.0
Lincoln,WY,18791.0,4.5,92.5,0.3,0.3,0.3,0.0
Lincoln,LA,47536.0,2.9,53.2,40.4,0.2,1.8,0.0
Linn,IA,220008.0,3.1,87.0,4.8,0.1,2.3,0.1
Linn,KS,9602.0,2.6,93.9,0.7,1.0,0.3,0.0
Linn,MO,12248.0,2.1,95.1,0.4,0.2,0.3,0.1
Linn,OR,121074.0,8.7,85.7,0.4,0.9,1.2,0.1
Lipscomb,TX,3495.0,29.9,66.0,0.4,0.7,0.7,0.0
Litchfield,CT,184454.0,5.7,89.4,1.5,0.1,1.9,0.0
Little River,AR,12494.0,3.3,73.2,20.5,1.3,0.0,0.0
Live Oak,TX,12043.0,38.8,57.6,2.4,0.0,0.6,0.0
Livingston,IL,36812.0,4.4,89.2,4.0,0.0,0.7,0.0
Livingston,KY,9288.0,1.7,95.8,0.2,0.2,0.2,0.0
Livingston,MI,186946.0,2.3,94.6,0.6,0.2,0.9,0.1
Livingston,MO,15025.0,1.7,93.0,2.8,0.6,0.5,0.2
Livingston,NY,64373.0,3.4,91.0,2.5,0.1,1.4,0.0
Livingston,LA,137096.0,3.5,88.4,5.9,0.2,0.5,0.0
Llano,TX,20195.0,9.8,87.1,0.7,0.1,0.4,0.0
Logan,AR,21802.0,2.9,90.8,2.1,1.1,1.3,0.0
Logan,CO,21885.0,15.5,78.1,1.1,0.7,1.0,0.0
Logan,IL,29488.0,3.4,86.5,6.7,0.1,0.8,0.0
Logan,KS,2790.0,5.6,90.6,0.0,0.4,0.0,0.0
Logan,KY,26847.0,2.7,88.8,6.3,0.2,0.1,0.0
Logan,ND,1932.0,1.6,96.3,0.1,0.3,0.3,0.0
Logan,NE,919.0,2.9,93.9,0.7,0.2,0.0,0.0
Logan,OH,45323.0,1.5,93.7,1.6,0.2,0.7,0.0
Logan,OK,45326.0,5.7,77.8,8.6,3.5,0.5,0.1
Logan,WV,34428.0,0.8,96.0,1.6,0.3,0.4,0.0
Long,GA,17857.0,11.4,58.5,23.9,0.2,0.9,0.2
Lonoke,AR,71568.0,4.3,86.5,6.0,0.5,0.7,0.1
Lorain,OH,305405.0,9.5,78.9,7.8,0.2,1.0,0.0
Los Alamos,NM,18031.0,17.2,72.9,0.3,1.0,6.0,0.0
Los Angeles,CA,10105722.0,48.4,26.5,7.9,0.2,14.3,0.2
Loudon,TN,51024.0,8.2,88.4,1.3,0.1,0.6,0.0
Loudoun,VA,374558.0,13.5,57.7,7.2,0.2,17.1,0.1
Louisa,IA,11238.0,15.8,78.6,1.0,0.3,3.9,0.0
Louisa,VA,34813.0,2.6,77.4,15.1,0.4,0.6,0.0
Loup,NE,537.0,0.0,99.6,0.0,0.4,0.0,0.0
Love,OK,9843.0,14.9,72.1,1.9,6.0,0.8,0.0
Loving,TX,74.0,16.2,74.3,0.0,5.4,0.0,0.0
Lowndes,AL,10362.0,0.7,24.3,74.4,0.1,0.0,0.0
Lowndes,GA,113941.0,5.4,54.5,36.1,0.2,1.9,0.0
Lowndes,MS,59558.0,2.0,52.2,43.5,0.2,1.0,0.0
Lubbock,TX,298042.0,34.5,54.5,6.9,0.4,2.1,0.1
Lucas,IA,8600.0,0.1,99.1,0.1,0.0,0.0,0.0
Lucas,OH,433404.0,6.8,69.4,18.7,0.2,1.7,0.0
Luce,MI,6406.0,3.2,78.2,6.4,6.3,0.2,0.0
Lumpkin,GA,31567.0,4.7,90.8,2.1,0.7,0.4,0.0
Luna,NM,24319.0,65.9,31.0,1.2,0.8,0.5,0.0
Lunenburg,VA,12369.0,4.3,59.9,30.8,0.1,3.2,0.0
Luzerne,PA,318222.0,10.1,83.8,3.5,0.1,1.2,0.0
Lycoming,PA,115398.0,1.9,90.7,4.8,0.1,0.6,0.0
Lyman,SD,3882.0,2.2,56.4,0.1,39.6,0.5,0.1
Lynn,TX,5785.0,47.2,49.3,1.3,0.5,0.3,0.0
Lyon,IA,11745.0,2.5,96.1,0.1,0.2,0.2,0.1
Lyon,KS,33302.0,20.9,71.6,2.1,0.2,2.0,0.0
Lyon,KY,8268.0,1.2,91.0,5.3,0.5,0.5,0.0
Lyon,MN,25789.0,6.2,85.4,3.3,0.4,3.6,0.0
Lyon,NV,52303.0,16.2,76.1,0.9,1.9,1.1,0.2
Mackinac,MI,10836.0,1.6,73.8,2.3,16.9,0.6,0.0
Macomb,MI,864019.0,2.5,80.2,10.9,0.2,3.7,0.0
Macon,AL,19358.0,1.6,15.5,81.5,0.2,0.2,0.0
Macon,GA,13675.0,4.2,32.6,59.3,0.4,1.6,0.0
Macon,IL,107587.0,2.2,76.7,13.9,0.3,1.1,0.0
Macon,MO,15319.0,1.3,94.0,2.3,0.3,0.4,0.0
Macon,NC,34160.0,6.8,89.5,1.3,0.6,0.8,0.0
Macon,TN,23239.0,5.1,92.1,0.4,0.4,0.3,0.2
Macoupin,IL,45960.0,1.1,96.3,0.8,0.1,0.4,0.0
Madera,CA,154440.0,56.9,35.1,3.1,1.1,2.0,0.1
Madison,AL,353213.0,4.7,65.1,24.0,0.6,2.5,0.1
Madison,AR,15907.0,5.4,90.2,0.1,1.0,0.4,0.5
Madison,FL,18518.0,5.1,54.4,38.8,0.2,1.0,0.0
Madison,GA,28600.0,4.9,82.9,8.6,0.3,1.4,0.0
Madison,IA,15720.0,1.8,95.9,0.2,0.0,1.1,0.0
Madison,ID,38241.0,7.1,89.0,0.6,0.0,1.1,0.1
Madison,IL,266153.0,3.1,85.5,8.4,0.2,0.9,0.0
Madison,IN,129641.0,3.8,85.3,7.5,0.2,0.5,0.0
Madison,KY,88376.0,2.3,89.8,4.3,0.3,0.9,0.0
Madison,MO,12226.0,2.3,94.9,0.9,0.3,0.4,0.0
Madison,MS,102212.0,2.9,55.6,38.2,0.2,2.5,0.0
Madison,MT,7902.0,3.4,93.8,0.3,0.5,0.1,0.0
Madison,NC,21347.0,2.5,93.9,1.8,0.3,0.6,0.0
Madison,NE,35062.0,14.5,80.7,1.4,1.3,1.1,0.0
Madison,NY,71760.0,2.1,93.4,1.8,0.6,0.8,0.1
Madison,OH,43732.0,1.9,88.9,5.8,0.3,1.1,0.0
Madison,TN,97887.0,3.7,56.5,37.1,0.0,1.1,0.0
Madison,TX,13979.0,22.4,55.8,17.4,0.1,1.1,0.2
Madison,VA,13108.0,2.4,85.0,6.7,0.0,1.2,0.0
Madison,LA,11616.0,2.0,34.1,63.5,0.1,0.0,0.0
Magoffin,KY,12783.0,1.0,99.0,0.0,0.0,0.0,0.0
Mahaska,IA,22301.0,2.0,93.8,1.5,0.2,1.3,0.1
Mahnomen,MN,5500.0,3.8,46.2,0.3,40.5,0.5,0.3
Mahoning,OH,231857.0,5.6,76.5,14.7,0.2,0.8,0.0
Major,OK,7730.0,9.2,85.5,0.3,1.7,0.6,0.0
Malheur,OR,30421.0,33.1,61.7,0.9,0.7,1.6,0.1
Manatee,FL,363542.0,15.9,71.9,8.6,0.2,1.9,0.1
Manistee,MI,24432.0,2.9,89.4,2.8,1.6,0.4,0.0
Manitowoc,WI,79680.0,3.7,91.2,0.7,0.4,2.6,0.0
Marathon,WI,135293.0,2.7,89.1,0.7,0.3,5.7,0.0
Marengo,AL,19743.0,0.4,45.1,54.1,0.1,0.0,0.0
Maricopa,AZ,4155501.0,30.6,56.3,5.1,1.5,3.9,0.2
Maries,MO,8959.0,2.5,95.8,0.4,0.9,0.2,0.0
Marin,CA,260814.0,15.9,71.5,2.1,0.1,5.7,0.1
Marinette,WI,40712.0,1.5,95.6,0.6,0.4,0.6,0.0
Marion,AL,30058.0,2.5,91.9,3.2,0.4,0.3,0.0
Marion,AR,16374.0,2.2,94.7,0.2,1.0,0.4,0.0
Marion,FL,343778.0,12.4,71.3,12.3,0.3,1.5,0.0
Marion,GA,8558.0,1.7,59.2,35.7,0.0,0.7,0.5
Marion,IA,33127.0,1.9,94.8,0.6,0.3,1.1,0.0
Marion,IL,38305.0,1.9,91.5,3.4,0.2,0.7,0.0
Marion,IN,939964.0,10.1,56.7,27.2,0.2,2.9,0.0
Marion,KS,12087.0,3.3,93.2,0.7,0.1,0.3,0.0
Marion,KY,19335.0,2.5,87.7,8.5,0.0,0.3,0.0
Marion,MO,28703.0,1.6,90.2,4.9,0.2,0.7,0.1
Marion,MS,25466.0,1.5,65.0,32.1,0.3,0.3,0.1
Marion,OH,65483.0,2.5,88.7,5.2,0.1,0.5,0.0
Marion,OR,330453.0,26.0,66.3,1.0,0.5,2.0,0.8
Marion,SC,31765.0,2.7,38.8,56.6,0.5,0.7,0.0
Marion,TN,28355.0,1.7,92.1,1.9,0.3,0.4,0.0
Marion,TX,10140.0,3.9,70.9,23.7,0.3,0.0,0.2
Marion,WV,56575.0,1.2,92.9,3.6,0.1,0.7,0.0
Mariposa,CA,17658.0,10.6,81.0,1.2,2.4,1.0,0.3
Marlboro,SC,27505.0,3.3,39.2,50.2,3.3,0.3,0.0
Marquette,MI,67145.0,1.4,92.4,1.6,0.8,0.9,0.0
Marquette,WI,15164.0,3.2,93.6,0.6,0.5,0.4,0.0
Marshall,AL,94738.0,13.3,81.8,2.2,0.5,0.6,0.1
Marshall,IA,40476.0,20.7,72.5,1.0,0.2,3.2,0.0
Marshall,IL,11925.0,3.1,94.9,0.4,0.1,0.3,0.2
Marshall,IN,46752.0,9.7,88.0,0.6,0.1,0.5,0.0
Marshall,KS,9859.0,2.4,95.0,0.3,0.3,0.3,0.3
Marshall,KY,31177.0,1.4,96.7,0.6,0.1,0.4,0.0
Marshall,MN,9397.0,4.2,93.7,0.3,0.2,0.3,0.0
Marshall,MS,35981.0,3.5,47.7,47.6,0.1,0.1,0.0
Marshall,OK,16226.0,16.8,66.4,1.6,7.4,0.2,0.0
Marshall,SD,4759.0,7.4,83.8,0.5,7.3,0.0,0.0
Marshall,TN,31753.0,4.9,85.4,7.6,0.0,0.4,0.0
Marshall,WV,32006.0,1.0,96.8,1.0,0.4,0.2,0.1
Martin,FL,155719.0,13.2,79.0,5.4,0.2,1.3,0.1
Martin,IN,10219.0,0.4,97.2,0.5,0.7,0.2,0.2
Martin,KY,12175.0,1.9,92.4,4.7,0.1,0.0,0.1
Martin,MN,20084.0,4.1,93.6,0.3,0.1,0.9,0.0
Martin,NC,23227.0,3.7,52.1,41.8,0.4,1.2,0.0
Martin,TX,5547.0,45.1,53.7,0.6,0.5,0.0,0.1
Mason,IL,13904.0,1.0,96.7,0.6,0.1,0.2,0.0
Mason,KY,17167.0,0.7,89.4,5.8,0.0,0.7,0.0
Mason,MI,28800.0,4.5,91.7,0.9,0.8,0.5,0.0
Mason,TX,4122.0,24.3,71.9,0.0,0.3,2.5,0.0
Mason,WA,61569.0,9.2,81.4,1.0,2.5,1.5,0.3
Mason,WV,27000.0,0.6,96.8,0.3,0.1,0.1,0.0
Massac,IL,14594.0,2.7,88.7,6.1,0.1,0.2,0.0
Matagorda,TX,36744.0,41.4,44.9,10.2,0.4,2.0,0.1
Mathews,VA,8830.0,0.7,85.8,10.5,0.0,0.3,0.0
Maui,HI,164094.0,11.0,30.5,0.5,0.1,28.5,10.0
Maury,TN,87606.0,5.4,79.8,11.6,0.4,0.9,0.0
Maverick,TX,57471.0,95.3,2.6,0.2,1.2,0.4,0.1
Mayes,OK,40929.0,3.3,65.4,0.5,14.3,0.4,0.3
McClain,OK,37919.0,7.8,79.7,1.0,5.4,0.4,0.1
McCone,MT,1728.0,3.2,88.8,0.0,6.9,0.5,0.0
McCook,SD,5515.0,3.2,94.6,0.8,0.5,0.0,0.0
McCormick,SC,9694.0,0.9,49.2,47.5,0.2,0.4,0.0
McCracken,KY,65285.0,2.4,83.6,11.1,0.2,0.7,0.0
McCreary,KY,17748.0,3.4,89.7,5.4,0.3,0.2,0.0
McCulloch,TX,8145.0,31.6,62.2,2.0,0.0,0.0,0.0
McCurtain,OK,33026.0,5.7,63.1,8.0,12.8,0.6,0.8
McDonald,MO,22753.0,11.6,78.4,1.8,2.3,1.4,1.6
McDonough,IL,31597.0,2.7,88.2,4.8,0.2,2.2,0.0
McDowell,NC,45069.0,6.0,87.7,3.8,0.4,0.7,0.0
McDowell,WV,19707.0,1.6,88.7,8.2,0.1,0.0,0.0
McDuffie,GA,21488.0,2.9,54.2,40.3,0.0,0.5,0.8
McHenry,IL,308043.0,12.5,81.9,1.2,0.1,2.7,0.0
McHenry,ND,5951.0,2.3,95.1,0.2,1.6,0.1,0.0
McIntosh,GA,14061.0,1.5,61.7,35.1,0.1,0.0,0.1
McIntosh,ND,2680.0,2.2,95.1,0.0,0.3,1.0,0.0
McIntosh,OK,19874.0,2.6,68.3,2.8,16.1,0.2,0.0
McKean,PA,42070.0,2.1,93.5,2.5,0.1,0.4,0.0
McKenzie,ND,11679.0,7.0,78.0,0.6,12.1,0.6,0.0
McKinley,NM,72849.0,14.1,9.1,0.5,73.3,0.9,0.0
McLean,IL,173231.0,4.7,79.8,8.0,0.1,5.1,0.0
McLean,KY,9361.0,1.3,96.3,0.3,0.2,0.6,0.0
McLean,ND,9607.0,2.3,89.6,0.6,6.5,0.0,0.0
McLennan,TX,245720.0,25.6,56.7,14.2,0.2,1.5,0.0
McLeod,MN,35816.0,5.8,91.6,0.3,0.2,0.6,0.0
McMinn,TN,52569.0,3.7,89.7,3.6,0.2,0.6,0.1
McMullen,TX,600.0,50.5,48.7,0.0,0.8,0.0,0.0
McNairy,TN,25945.0,2.0,90.1,5.7,0.2,0.1,0.0
McPherson,KS,28792.0,4.0,91.8,1.0,0.5,0.5,0.0
McPherson,NE,432.0,0.9,96.8,0.0,0.0,0.0,0.0
McPherson,SD,2366.0,2.2,89.8,0.1,6.6,0.6,0.0
Meade,KS,4295.0,16.6,80.2,0.6,0.0,1.0,0.0
Meade,KY,28452.0,3.8,89.5,3.2,0.8,0.6,0.0
Meade,SD,27066.0,4.1,88.0,1.8,2.3,1.2,0.0
Meagher,MT,2000.0,4.1,93.5,0.0,1.2,0.0,0.0
Mecklenburg,NC,1034290.0,12.9,47.9,30.7,0.2,5.5,0.0
Mecklenburg,VA,30959.0,2.7,60.2,35.7,0.3,0.1,0.0
Mecosta,MI,43181.0,2.1,91.5,2.5,0.4,0.7,0.0
Medina,OH,176362.0,1.9,94.1,1.5,0.1,1.2,0.0
Medina,TX,48548.0,51.3,44.5,2.3,0.3,0.6,0.0
Meeker,MN,23105.0,3.8,94.3,0.6,0.1,0.3,0.1
Meigs,OH,23234.0,0.6,96.8,1.2,0.1,0.0,0.0
Meigs,TN,11830.0,1.5,94.5,1.4,0.3,0.2,0.0
Mellette,SD,2062.0,5.2,41.1,0.0,53.0,0.0,0.0
Menard,IL,12416.0,1.4,95.8,0.5,0.1,0.3,0.4
Menard,TX,2123.0,37.3,59.0,0.6,0.6,0.0,0.0
Mendocino,CA,87497.0,24.5,65.9,0.6,3.3,1.7,0.2
Menifee,KY,6381.0,0.9,97.8,0.1,0.0,0.3,0.0
Menominee,MI,23389.0,1.7,93.3,0.3,2.3,0.4,0.0
Menominee,WI,4506.0,6.0,8.8,0.5,82.2,0.4,0.0
Merced,CA,267390.0,58.2,28.8,3.0,0.3,7.3,0.1
Mercer,IL,15794.0,2.2,95.8,0.6,0.1,0.3,0.0
Mercer,KY,21378.0,2.7,91.2,4.1,0.1,0.7,0.0
Mercer,MO,3669.0,1.7,95.8,0.4,0.0,0.6,0.1
Mercer,ND,8637.0,2.7,93.1,0.9,2.7,0.4,0.0
Mercer,NJ,373362.0,16.9,50.8,19.7,0.0,10.7,0.0
Mercer,OH,40723.0,1.8,95.8,0.7,0.0,0.4,0.4
Mercer,PA,113623.0,1.4,90.3,5.7,0.1,0.7,0.0
Mercer,WV,60963.0,1.1,90.4,6.1,0.3,0.6,0.0
Meriwether,GA,21152.0,2.1,56.3,38.4,0.2,0.6,0.0
Merrick,NE,7829.0,4.1,92.9,0.6,0.2,0.1,0.0
Merrimack,NH,147958.0,2.0,93.1,1.2,0.1,1.8,0.0
Mesa,CO,148798.0,14.2,81.8,0.7,0.6,0.7,0.1
Metcalfe,KY,9990.0,1.5,95.1,0.7,0.2,0.5,0.0
Miami,IN,36035.0,3.0,89.3,5.0,0.8,0.6,0.1
Miami,KS,32976.0,3.0,93.1,1.5,0.8,0.3,0.0
Miami,OH,104081.0,1.6,92.8,2.1,0.1,1.3,0.0
Miami-Dade,FL,2702602.0,67.5,13.7,16.3,0.1,1.5,0.0
Middlesex,NJ,837288.0,20.4,44.3,9.3,0.1,23.9,0.0
Middlesex,VA,10710.0,0.5,77.7,18.5,0.4,0.0,0.1
Midland,MI,83489.0,2.6,91.7,1.4,0.4,2.2,0.1
Midland,TX,159883.0,43.2,47.3,5.9,0.4,1.8,0.0
Mifflin,PA,46452.0,1.4,96.1,0.6,0.1,0.6,0.0
Milam,TX,24479.0,25.8,62.9,8.4,0.1,0.5,0.0
Millard,UT,12651.0,13.0,83.3,0.3,1.0,0.8,0.1
Mille Lacs,MN,25635.0,2.2,89.3,0.4,4.8,0.6,0.0
Miller,AR,43760.0,3.1,69.4,24.4,0.7,0.5,0.1
Miller,GA,5884.0,0.4,68.4,30.3,0.8,0.0,0.0
Miller,MO,24947.0,1.8,95.0,0.4,1.2,0.5,0.0
Mills,IA,14933.0,2.8,94.6,0.8,0.5,0.2,0.0
Mills,TX,4887.0,18.3,81.3,0.2,0.0,0.1,0.0
Milwaukee,WI,956586.0,14.6,52.2,26.1,0.5,4.1,0.0
Miner,SD,2255.0,2.1,95.2,1.0,0.1,0.3,0.0
Mineral,CO,834.0,12.6,83.8,1.6,0.0,0.4,0.0
Mineral,MT,4194.0,1.3,96.5,0.2,0.3,0.7,0.0
Mineral,NV,4471.0,11.1,58.1,0.8,21.6,4.6,0.0
Mineral,WV,27421.0,0.9,94.2,3.3,0.0,0.4,0.0
Mingo,WV,25150.0,0.0,96.1,1.9,0.1,0.1,0.0
Minidoka,ID,20448.0,34.4,63.1,0.2,0.5,0.4,0.0
Minnehaha,SD,183660.0,4.7,83.6,4.7,2.3,1.9,0.0
